ParameterID,CategoryID,ParameterName,Abbreviation,UnitID,FormatID
2043,592,"Amoxicilline/clavulaanzuur (Augmentin)","Amoxicilline/clavulaanzuur (Augmentin)",10,13
2044,654,"Tubewissel","Tubewissel",NaN,NaN
2045,654,"Tracheotomie","Tracheotomie",0,NaN
2046,632,"Holding_FT","Holding_FT",0,NaN
2047,632,"Holding_aankomsttijd","Holding_aankomsttijd",0,10
2048,632,"Holding_aankomsttijd_Fx","Holding_aankomsttijd_Fx",0,10
2049,632,"Patient_op_operatiekamer","Patient_op_operatiekamer",0,10
2050,671,"Patient_op_operatiekamer_Fx","Patient_op_operatiekamer_Fx",0,10
2051,672,"Vaatprothese Hemashield (2)","Vaatprothese Hemashield (2)",0,NaN
2052,672,"Serienummer vaatprothese Hemashield (2)","Serienummer vaatprothese Hemashield (2)",0,NaN
2053,672,"Serienummer vaatprothese Hemashield (3)","Serienummer vaatprothese Hemashield (3)",0,NaN
2054,672,"Vaatprothese Hemashield (3)","Vaatprothese Hemashield (3)",0,NaN
2055,672,"Lotnummer vaatprothese Hemashield (2)","Lotnummer vaatprothese Hemashield (2)",0,NaN
2056,672,"Lotnummer vaatprothese Hemashield (3)","Lotnummer vaatprothese Hemashield (3)",0,NaN
2057,596,"Mannitol 10%","Mannitol 10%",6,12
2058,710,"Perifere zenuwen CHP","Perifere zenuwen CHP",NaN,NaN
2059,710,"Oogleden CHP","Oogleden CHP",0,NaN
2060,710,"Uitwendig oor CHP","Uitwendig oor CHP",NaN,NaN
2061,710,"Neus CHP","Neus CHP",0,NaN
2062,710,"Thorax CHP","Thorax CHP",0,NaN
2063,710,"Perifere vaten CHP","Perifere vaten CHP",0,NaN
2064,710,"Mamma 1008 CHP","Mamma 1008 CHP",NaN,NaN
2065,710,"Mond CHP","Mond CHP",0,NaN
2066,710,"Penis CHP","Penis CHP",0,NaN
2067,710,"Operaties bot CHP","Operaties bot CHP",0,NaN
2068,710,"Fracturen CHP","Fracturen CHP",0,NaN
2069,710,"Operaties gewrichten CHP","Operaties gewrichten CHP",0,NaN
2070,710,"Reconstructieve chirurgie CHP","Reconstructieve chirurgie CHP",NaN,NaN
2071,710,"Spier/pees/fascie/bursa van pols en hand 1 CHP","Spier/pees/fascie/bursa van pols en hand 1 CHP",0,NaN
2072,710,"Spier/pees/fascie/bursa behalve pols en hand CHP","Spier/pees/fascie/bursa behalve pols en hand CHP",0,NaN
2073,710,"Amputaties CHP","Amputaties CHP",0,NaN
2074,710,"Vrij gevasculariseerde weefsel(re)(trans)plant/revascularisatie CHP","Vrij gevasculariseerde weefsel(re)(trans)plant/rev",0,NaN
2075,710,"Niet gerevasculariseerde weefseltransplantatie CHP","Niet gerevasculariseerde weefseltransplantatie CHP",0,NaN
2076,710,"Huidoperaties Excisie van afwijkingen CHP","Huidoperaties Excisie van afwijkingen CHP",0,NaN
2077,710,"Huidplastieken 5 CHP","Huidplastieken 5 CHP",NaN,NaN
2078,710,"Diversen CHP","Diversen CHP",0,NaN
2079,691,"Heelkunde chirurg (3) operatie 1","Heelkunde chirurg (3) operatie 1",0,NaN
2080,691,"Functie Heelkunde chirurg (1) operatie 1","Functie Heelkunde chirurg (1) operatie 1",0,NaN
2081,691,"Heelkunde chirurg (2) operatie 1","Heelkunde chirurg (2) operatie 1",0,NaN
2082,691,"Heelkunde chirurg (1) operatie 1","Heelkunde chirurg (1) operatie 1",0,NaN
2083,691,"Functie Heelkunde chirurg (2) operatie 1","Functie Heelkunde chirurg (2) operatie 1",0,NaN
2084,691,"Functie Heelkunde chirurg (3) operatie 1","Functie Heelkunde chirurg (3) operatie 1",0,NaN
2085,699,"Neurochirurg (1) operatie 1","Neurochirurg (1) operatie 1",0,NaN
2086,699,"Neurochirurg (2) operatie 1","Neurochirurg (2) operatie 1",0,NaN
2087,699,"Neurochirurg (3) operatie 1","Neurochirurg (3) operatie 1",0,NaN
2088,699,"Functie Neurochirurg (1) operatie 1","Functie Neurochirurg (1) operatie 1",0,NaN
2089,699,"Functie Neurochirurg (2) operatie 1","Functie Neurochirurg (2) operatie 1",0,NaN
2090,699,"Functie Neurochirurg (3) operatie 1","Functie Neurochirurg (3) operatie 1",0,NaN
2091,695,"Uroloog (1) operatie 1","Uroloog (1) operatie 1",0,NaN
2092,695,"Uroloog (2) operatie 1","Uroloog (2) operatie 1",0,NaN
2093,695,"Uroloog (3) operatie 1","Uroloog (3) operatie 1",0,NaN
2094,695,"Functie Uroloog (1) operatie 1","Functie Uroloog (1) operatie 1",0,NaN
2095,695,"Functie Uroloog (2) operatie 1","Functie Uroloog (2) operatie 1",0,NaN
2096,695,"Functie Uroloog (3) operatie 1","Functie Uroloog (3) operatie 1",0,NaN
2097,696,"Orthopeed (1) operatie 1","Orthopeed (1) operatie 1",0,NaN
2098,696,"Orthopeed (2) operatie 1","Orthopeed (2) operatie 1",0,NaN
2099,696,"Orthopeed (3) operatie 1","Orthopeed (3) operatie 1",0,NaN
2100,696,"Functie Orthopeed (1) operatie 1","Functie Orthopeed (1) operatie 1",0,NaN
2101,696,"Functie Orthopeed (2) operatie 1","Functie Orthopeed (2) operatie 1",0,NaN
2102,696,"Functie Orthopeed (3) operatie 1","Functie Orthopeed (3) operatie 1",0,NaN
2103,698,"Oogarts (1) operatie 1","Oogarts (1) operatie 1",0,NaN
2104,698,"Oogarts (2) operatie 1","Oogarts (2) operatie 1",0,NaN
2105,698,"Oogarts (3) operatie 1","Oogarts (3) operatie 1",0,NaN
2106,698,"Functie Oogarts (1) operatie 1","Functie Oogarts (1) operatie 1",0,NaN
2107,698,"Functie Oogarts (2) operatie 1","Functie Oogarts (2) operatie 1",0,NaN
2108,698,"Functie Oogarts (3) operatie 1","Functie Oogarts (3) operatie 1",0,NaN
2109,692,"Plastisch chirurg (1) operatie 1","Plastisch chirurg (1) operatie 1",0,NaN
2110,692,"Plastisch chirurg (2) operatie 1","Plastisch chirurg (2) operatie 1",0,NaN
2111,692,"Plastisch chirurg (3) operatie 1","Plastisch chirurg (3) operatie 1",0,NaN
2112,692,"Functie Plastisch chirurg (1) operatie 1","Functie Plastisch chirurg (1) operatie 1",0,NaN
2113,692,"Functie Plastisch chirurg (2) operatie 1","Functie Plastisch chirurg (2) operatie 1",0,NaN
2114,692,"Functie Plastisch chirurg (3) operatie 1","Functie Plastisch chirurg (3) operatie 1",0,NaN
2115,694,"Gynaecoloog (1) operatie 1","Gynaecoloog (1) operatie 1",0,NaN
2116,694,"Functie Gynaecoloog (1) operatie 1","Functie Gynaecoloog (1) operatie 1",0,NaN
2117,694,"Gynaecoloog (2) operatie 1","Gynaecoloog (2) operatie 1",0,NaN
2118,694,"Gynaecoloog (3) operatie 1","Gynaecoloog (3) operatie 1",0,NaN
2119,694,"Functie Gynaecoloog (2) operatie 1","Functie Gynaecoloog (2) operatie 1",0,NaN
2120,694,"Functie Gynaecoloog (3) operatie 1","Functie Gynaecoloog (3) operatie 1",0,NaN
2121,662,"Lokale ingreep","Lokale ingreep",0,NaN
2122,589,"Current patient id","Current patient id",0,10
2123,697,"KNO arts (1) operatie 1","KNO arts (1) operatie 1",0,NaN
2124,697,"Functie KNO arts (1) operatie 1","Functie KNO arts (1) operatie 1",0,NaN
2125,697,"KNO arts (2) operatie 1","KNO arts (2) operatie 1",0,NaN
2126,697,"KNO arts (3) operatie 1","KNO arts (3) operatie 1",0,NaN
2127,697,"Functie KNO arts (2) operatie 1","Functie KNO arts (2) operatie 1",0,NaN
2128,697,"Functie KNO arts (3) operatie 1","Functie KNO arts (3) operatie 1",0,NaN
2129,693,"Kaakchirurg (1) operatie 1","Kaakchirurg (1) operatie 1",0,NaN
2130,693,"Functie Kaakchirurg (1) operatie 1","Functie Kaakchirurg (1) operatie 1",0,NaN
2131,693,"Kaakchirurg (2) operatie 1","Kaakchirurg (2) operatie 1",0,NaN
2132,693,"Kaakchirurg (3) operatie 1","Kaakchirurg (3) operatie 1",0,NaN
2133,693,"Functie Kaakchirurg (2) operatie 1","Functie Kaakchirurg (2) operatie 1",0,NaN
2134,693,"Functie Kaakchirurg (3) operatie 1","Functie Kaakchirurg (3) operatie 1",0,NaN
2178,706,"OPERATIES OOR - Uitwendig Oor","OPERATIES OOR - Uitwendig Oor",NaN,NaN
2179,706,"OPERATIES OOR - Mastoid en Middenoor","OPERATIES OOR - Mastoid en Middenoor",0,NaN
2180,706,"OPERATIES OOR - Binnenoor","OPERATIES OOR - Binnenoor",0,NaN
2181,706,"OPERATIES OOR - Oncologie","OPERATIES OOR - Oncologie",0,NaN
2182,706,"NEUS EN BIJHOLTEN - Operaties Neus","NEUS EN BIJHOLTEN - Operaties Neus",NaN,NaN
2183,706,"NEUS EN BIJHOLTEN - Operaties bijholten fess","NEUS EN BIJHOLTEN - Operaties bijholten fess",NaN,NaN
2184,706,"NEUS EN BIJHOLTEN - Operaties bijholten uitwendig","NEUS EN BIJHOLTEN - Operaties bijholten uitwendig",0,NaN
2185,706,"NEUS EN BIJHOLTEN - Operaties bijholten overig","NEUS EN BIJHOLTEN - Operaties bijholten overig",0,NaN
2187,706,"NEUS EN BIJHOLTEN - Oncologie","NEUS EN BIJHOLTEN - Oncologie",0,NaN
2188,706,"NEUS EN BIJHOLTEN - Operaties orbita","NEUS EN BIJHOLTEN - Operaties orbita",NaN,NaN
2189,706,"MOND EN KEEL - Operaties pharynx","MOND EN KEEL - Operaties pharynx",NaN,NaN
2190,706,"MOND EN KEEL - Operaties mond","MOND EN KEEL - Operaties mond",0,NaN
2191,706,"MOND EN KEEL - Palatum","MOND EN KEEL - Palatum",0,NaN
2192,706,"MOND EN KEEL - Oncologie","MOND EN KEEL - Oncologie",0,NaN
2193,706,"LARYNX - TRACHEA - Larynx","LARYNX - TRACHEA - Larynx",NaN,NaN
2194,706,"LARYNX - TRACHEA - Trachea","LARYNX - TRACHEA - Trachea",0,NaN
2195,706,"LARYNX - TRACHEA - Oncologie","LARYNX - TRACHEA - Oncologie",0,NaN
2196,706,"HALS EN SPEEKSELKLIEREN - Lymfatisch Systeem","HALS EN SPEEKSELKLIEREN - Lymfatisch Systeem",0,NaN
2197,706,"HALS EN SPEEKSELKLIEREN - Hals","HALS EN SPEEKSELKLIEREN - Hals",0,NaN
2198,706,"HALS EN SPEEKSELKLIEREN - Speekselklier","HALS EN SPEEKSELKLIEREN - Speekselklier",0,NaN
2199,706,"SCOPIEEN/LASER - Endoscopie combinatie","SCOPIEEN/LASER - Endoscopie combinatie",0,NaN
2208,706,"SCOPIEEN/LASER - Endoscopie larynx","SCOPIEEN/LASER - Endoscopie larynx",0,NaN
2209,706,"SCOPIEEN/LASER - Endoscopie pharynx","SCOPIEEN/LASER - Endoscopie pharynx",0,NaN
2210,706,"SCOPIEEN/LASER - Endoscopie oesofagus","SCOPIEEN/LASER - Endoscopie oesofagus",0,NaN
2211,706,"SCOPIEEN/LASER - Endoscopie trachea","SCOPIEEN/LASER - Endoscopie trachea",0,NaN
2212,706,"SCOPIEEN/LASER - Endoscopie bronchus","SCOPIEEN/LASER - Endoscopie bronchus",0,NaN
2213,706,"SCOPIEEN/LASER - Endoscopie neus","SCOPIEEN/LASER - Endoscopie neus",NaN,NaN
2214,706,"SCOPIEEN/LASER - Endoscopie neusbijholte","SCOPIEEN/LASER - Endoscopie neusbijholte",0,NaN
2215,706,"SCOPIEEN/LASER - Endoscopie nasopharynx","SCOPIEEN/LASER - Endoscopie nasopharynx",0,NaN
2216,706,"SCOPIEEN/LASER - Overige scopieen","SCOPIEEN/LASER - Overige scopieen",0,NaN
2217,706,"SCOPIEEN/LASER - Laser","SCOPIEEN/LASER - Laser",0,NaN
2218,706,"DIVERSEN - Kaak","DIVERSEN - Kaak",0,NaN
2221,706,"DIVERSEN - Plastische chirurgie","DIVERSEN - Plastische chirurgie",NaN,NaN
2222,706,"DIVERSEN - Zenuwstelsel","DIVERSEN - Zenuwstelsel",NaN,NaN
2223,706,"DIVERSEN - Huid","DIVERSEN - Huid",NaN,NaN
2224,586,"ST- V","ST- V",51,12
2225,711,"BERA (ABR)","BERA (ABR)",0,NaN
2226,596,"Ringer lactaat spoel","Ringer lactaat spoel",6,11
2228,712,"Aldretescore - Ademhaling","Aldretescore - Ademhaling",0,NaN
2229,712,"Aldretescore - Bewustzijn","Aldretescore - Bewustzijn",0,NaN
2230,712,"Aldretescore - Circulatie","Aldretescore - Circulatie",0,NaN
2231,712,"Aldretescore - Huidskleur","Aldretescore - Huidskleur",0,NaN
2232,712,"Aldretescore - Mobiliteit","Aldretescore - Mobiliteit",0,NaN
2233,712,"Aldretescore","Aldretescore",0,10
2234,712,"Pijnscore","Pijnscore",0,NaN
2235,712,"Sedatiescore","Sedatiescore",0,NaN
2236,712,"Awareness mogelijk","Awareness mogelijk",0,NaN
2237,592,"Butylscopalamine (Buscopan)","Butylscopalamine (Buscopan)",10,12
2238,712,"Fundushoogte","Fundushoogte",0,NaN
2239,712,"Blaasscan resultaat","Blaasscan resultaat",0,NaN
2240,591,"Pupilreactie Re","Pupilreactie Re",0,NaN
2241,591,"Reactie arm li","Reactie arm li",NaN,NaN
2242,591,"Reactie arm re","Reactie arm re",NaN,NaN
2243,591,"Reactie been li","Reactie been li",NaN,NaN
2244,591,"Reactie been re","Reactie been re",NaN,NaN
2245,591,"EMV score","EMV score",0,10
2246,712,"Blokhoogte rechts","Blokhoogte rechts",0,NaN
2247,712,"Brice vragen","Brice vragen",0,NaN
2248,591,"Pulsatie liquordrain 1","Pulsatie liquordrain 1",0,NaN
2249,591,"ELD-hoogte (t.o.v. oor in cm)","ELD-hoogte (t.o.v. oor in cm)",0,NaN
2316,713,"Bladderscan verkoever","Bladderscan verkoever",0,NaN
2317,714,"Anti-emetica","Anti-emetica",0,NaN
2318,714,"Dosering ondansetron","Dosering ondansetron",0,NaN
2319,714,"Anti-emetica opmerking","Anti-emetica opmerking",0,NaN
2320,714,"Dosering metoclopramide","Dosering metoclopramide",0,NaN
2321,714,"Dosering domperidon","Dosering domperidon",0,NaN
2322,714,"Route ondansetron","Route ondansetron",0,NaN
2323,714,"Route metoclopramide","Route metoclopramide",0,NaN
2324,714,"Route domperidon","Route domperidon",0,NaN
2325,713,"Diabetesschema","Diabetesschema",0,NaN
2326,713,"Perfusor verkoever (1)","Perfusor verkoever (1)",NaN,NaN
2327,713,"Perfusor verkoever (2)","Perfusor verkoever (2)",0,NaN
2328,713,"Snelheid/dosering perfusor (1)","Snelheid/dosering perfusor (1)",0,NaN
2329,713,"Snelheid/dosering perfusor (2)","Snelheid/dosering perfusor (2)",0,NaN
2330,714,"Route droperidol","Route droperidol",0,NaN
2331,714,"Dosering droperidol","Dosering droperidol",0,NaN
2332,714,"Pijnstilling","Pijnstilling",0,NaN
2335,714,"Dosering paracetamol","Dosering paracetamol",0,NaN
2336,714,"Route paracetamol","Route paracetamol",0,NaN
2337,714,"Frequentie paracetamol","Frequentie paracetamol",0,NaN
2338,714,"Overige medicatie verkoever","Overige medicatie verkoever",0,NaN
2339,714,"Route meloxicam","Route meloxicam",0,NaN
2340,714,"Route diclofenac","Route diclofenac",0,NaN
2341,714,"Frequentie meloxicam","Frequentie meloxicam",0,NaN
2342,714,"Frequentie diclofenac","Frequentie diclofenac",0,NaN
2343,714,"Dosering meloxicam","Dosering meloxicam",0,NaN
2344,714,"Paracetamol FT","Paracetamol FT",0,NaN
2345,714,"Meloxicam FT","Meloxicam FT",0,NaN
2346,714,"Route morfine","Route morfine",0,NaN
2347,714,"Route methadon","Route methadon",0,NaN
2348,714,"Dosering frequentie morfine","Dosering frequentie morfine",0,NaN
2349,714,"Dosering frequentie methadon","Dosering frequentie methadon",0,NaN
2350,714,"Dosering diclofenac","Dosering diclofenac",0,NaN
2351,714,"Diclofenac FT","Diclofenac FT",0,NaN
2352,713,"Overige opdrachten verkoever","Overige opdrachten verkoever",0,NaN
2353,713,"Opmerkingen perfusor (1)","Opmerkingen perfusor (1)",0,NaN
2354,713,"Opmerkingen perfusor (2)","Opmerkingen perfusor (2)",0,NaN
2355,713,"Overig perfusor verkoever (1)","Overig perfusor verkoever (1)",0,NaN
2356,713,"Overig perfusor verkoever (2)","Overig perfusor verkoever (2)",0,NaN
2357,713,"Oplossing perfusor (1)","Oplossing perfusor (1)",0,NaN
2358,713,"Oplossing perfusor (2)","Oplossing perfusor (2)",0,NaN
2359,653,"Aflos verkoever verpleegkundige","Aflos verkoever verpleegkundige",0,NaN
2360,653,"Aflostijd verkoever verpleegkundige start","Aflostijd verkoever verpleegkundige start",0,NaN
2361,653,"Aflostijd verkoever verpleegkundige stop","Aflostijd verkoever verpleegkundige stop",0,NaN
2362,713,"Blokhoogte verkoever","Blokhoogte verkoever",0,NaN
2363,713,"PCA Morfine mg/4uur","PCA Morfine mg/4uur",NaN,NaN
2364,654,"Stop opwarmen / koelen","Stop opwarmen / koelen",0,NaN
2365,715,"Afdeling gebeld: patiënt op verkoever","Afdeling gebeld: patiënt op verkoever",0,NaN
2366,715,"Afdeling gebeld: patiënt ophalen","Patiënt  weggebeld.",0,NaN
2367,715,"Patiënt weggebeld","Patiënt weggebeld",0,NaN
2371,715,"Afdeling gebeld: patiënt op verkoever (event)","Afdeling gebeld: patiënt op verkoever (event)",0,NaN
2373,653,"Verkoever arts","Verkoever arts",0,NaN
2374,713,"Controles afdeling","Controles afdeling",0,NaN
2375,715,"Pieper anesthesioloog 1","Pieper anesthesioloog 1",0,NaN
2376,712,"Sedatiescore afdeling","Sedatiescore afdeling",0,NaN
2377,712,"Pijnscore afdeling","Pijnscore afdeling",0,NaN
2378,713,"Frequentie controles afdeling","Frequentie controles afdeling",0,NaN
2379,713,"ECG afdeling","ECG afdeling",0,NaN
2380,713,"Labcontroles afdeling","Labcontroles afdeling",0,NaN
2381,713,"Overig labcontroles afdeling","Overig labcontroles afdeling",0,NaN
2382,713,"Overig radiologie afdeling","Overig radiologie afdeling",0,NaN
2383,713,"Radiologie afdeling","Radiologie afdeling",0,NaN
2384,713,"Overige opdrachten afdeling","Overige opdrachten afdeling",0,NaN
2385,824,"Heropname in de toekomst is toegestaan (Ontslagbrief MC)","Heropname in de toekomst is toegestaan (Ontslagbri",NaN,NaN
2386,712,"Awareness_verdenking_op","Awareness_verdenking_op",0,10
2387,712,"Awareness_verdenking_op_event","Awareness_verdenking_op_event",0,10
2388,671,"Sluiten patiënt (GPL)","Sluiten patiënt.",0,NaN
2389,586,"SpO2L","SpO2L",0,16
2390,714,"Anti-emetica afdeling","Anti-emetica afdeling",0,NaN
2391,714,"Anti-emetica opmerking afdeling","Anti-emetica opmerking afdeling",0,NaN
2392,714,"Diclofenac FT afdeling","Diclofenac FT afdeling",0,NaN
2393,714,"Dosering diclofenac afdeling","Dosering diclofenac afdeling",0,NaN
2394,714,"Dosering domperidon afdeling","Dosering domperidon afdeling",0,NaN
2395,714,"Dosering droperidol afdeling","Dosering droperidol afdeling",0,NaN
2396,714,"Dosering frequentie methadon afdeling","Dosering frequentie methadon afdeling",0,NaN
2397,714,"Dosering meloxicam afdeling","Dosering meloxicam afdeling",0,NaN
2398,714,"Dosering metoclopramide afdeling","Dosering metoclopramide afdeling",0,NaN
2399,714,"Dosering ondansetron afdeling","Dosering ondansetron afdeling",0,NaN
2400,714,"Dosering paracetamol afdeling","Dosering paracetamol afdeling",0,NaN
2401,714,"Frequentie diclofenac afdeling","Frequentie diclofenac afdeling",0,NaN
2402,714,"Frequentie meloxicam afdeling","Frequentie meloxicam afdeling",0,NaN
2403,714,"Frequentie paracetamol afdeling","Frequentie paracetamol afdeling",0,NaN
2404,714,"Meloxicam FT afdeling","Meloxicam FT afdeling",0,NaN
2405,714,"Overige medicatie afdeling","Overige medicatie afdeling",0,NaN
2406,714,"Paracetamol FT afdeling","Paracetamol FT afdeling",0,NaN
2407,714,"Pijnstilling afdeling","Pijnstilling afdeling",0,NaN
2408,714,"Route diclofenac afdeling","Route diclofenac afdeling",0,NaN
2409,714,"Route domperidon afdeling","Route domperidon afdeling",0,NaN
2410,714,"Route droperidol afdeling","Route droperidol afdeling",0,NaN
2411,714,"Route meloxicam afdeling","Route meloxicam afdeling",0,NaN
2412,714,"Route methadon afdeling","Route methadon afdeling",0,NaN
2413,714,"Route metoclopramide afdeling","Route metoclopramide afdeling",0,NaN
2414,714,"Route ondansetron afdeling","Route ondansetron afdeling",0,NaN
2415,714,"Route paracetamol afdeling","Route paracetamol afdeling",0,NaN
2416,587,"Colloiden in OK","Colloiden in OK",6,11
2417,587,"Infuusvloeistoffen totaal OK","Infuusvloeistoffen totaal OK",6,11
2418,587,"Plasma totaal OK","Plasma totaal OK",6,11
2419,593,"Maaginhoud totaal OK","Maaginhoud totaal OK",6,11
2420,602,"Urine totaal","Urine totaal",6,11
2421,853,"Zuurstof stoptijd","Zuurstof stoptijd",NaN,NaN
2422,712,"Blokhoogte links","Blokhoogte links",0,NaN
2423,715,"Handelingen en observaties verkoever","Handelingen en observaties verkoever",0,NaN
2424,714,"Frequentie ondansetron afdeling","Frequentie ondansetron afdeling",0,NaN
2425,714,"Frequentie metoclopramide afdeling","Frequentie metoclopramide afdeling",0,NaN
2426,714,"Frequentie domperidon afdeling","Frequentie domperidon afdeling",0,NaN
2427,712,"Vloeien","Vloeien",0,NaN
2428,715,"Pieper anesthesioloog 2","Pieper anesthesioloog 2",0,NaN
2429,712,"Motoriek rechterbeen","Motoriek rechterbeen",0,NaN
2430,712,"Motoriek linkerbeen","Motoriek linkerbeen",0,NaN
2431,718,"12-kanaals ECG","12-kanaals ECG",0,NaN
2434,591,"rSO2 links","rSO2 links",0,16
2436,591,"rSO2 rechts","rSO2 rechts",0,16
2437,718,"Bloedafname","Bloedafname",0,NaN
2438,592,"Xylomethazoline Hydrochloride 0,1% (Otrivin 0,1%)","Xylomethazoline Hydrochloride 0,1% (Otrivin 0,1%)",45,11
2439,716,"Verwijderen CAD","Verwijderen CAD",0,NaN
2440,718,"Röntgen","Röntgen",0,NaN
2441,716,"Catheterzak geleegd","Catheterzak geleegd",0,NaN
2442,592,"Methylthionine (Methyleenblauw)","Methylthionine (Methyleenblauw)",10,12
2443,586,"Pols","Pols",0,11
2444,712,"Pulsaties (2)","Pulsaties (2)",0,NaN
2445,712,"Pulsaties (3)","Pulsaties (3)",0,NaN
2446,712,"Pulsaties (4)","Pulsaties (4)",0,NaN
2447,712,"Reden pulsatiecontrole (1)","Reden pulsatiecontrole (1)",0,NaN
2448,712,"Reden pulsatiecontrole (2)","Reden pulsatiecontrole (2)",0,NaN
2449,712,"Reden pulsatiecontrole (3)","Reden pulsatiecontrole (3)",0,NaN
2450,712,"Reden pulsatiecontrole (4)","Reden pulsatiecontrole (4)",0,NaN
2451,712,"Pulsatieplaats (2)","Pulsatieplaats (2)",0,NaN
2452,712,"Pulsatieplaats (3)","Pulsatieplaats (3)",0,NaN
2453,712,"Pulsatieplaats (4)","Pulsatieplaats (4)",0,NaN
2454,712,"Pulsaties li/re (1)","Pulsaties li/re (1)",0,NaN
2455,712,"Pulsaties li/re (2)","Pulsaties li/re (2)",0,NaN
2456,712,"Pulsaties li/re (3)","Pulsaties li/re (3)",0,NaN
2457,712,"Pulsaties li/re (4)","Pulsaties li/re (4)",0,NaN
2458,712,"Huidskleur (1)","Huidskleur (1)",0,NaN
2459,712,"Huidskleur (2)","Huidskleur (2)",0,NaN
2460,712,"Huidskleur (3)","Huidskleur (3)",0,NaN
2461,712,"Huidskleur (4)","Huidskleur (4)",0,NaN
2462,712,"Capillaire refill (1)","Capillaire refill (1)",0,NaN
2463,712,"Capillaire refill (2)","Capillaire refill (2)",0,NaN
2464,712,"Capillaire refill (3)","Capillaire refill (3)",0,NaN
2465,712,"Capillaire refill (4)","Capillaire refill (4)",0,NaN
2466,712,"Pulsaties opmerkingen","Pulsaties opmerkingen",0,NaN
2467,632,"Anesthesietijd_niet_gestopt","Anesthesietijd_niet_gestopt",0,10
2468,632,"Anesthesietijd_niet_gestopt_event","Anesthesietijd_niet_gestopt_event",0,10
2469,700,"Psychiater (1)","Psychiater (1)",0,NaN
2470,700,"Psychiater (2)","Psychiater (2)",0,NaN
2472,654,"Keeltampon in","Keeltampon in",0,NaN
2473,720,"Dagrapport","Dagrapport",0,NaN
2474,720,"Avondrapport","Avondrapport",0,NaN
2475,720,"Nachtrapport","Nachtrapport",0,NaN
2476,720,"Rapport bij overplaatsing","Rapport bij overplaatsing",0,NaN
2477,655,"ASB (inst)","ASB (inst)",177,11
2478,655,"Flowtrigger (inst)","Flowtrigger (inst)",26,10
2479,655,"P insp (inst)","P insp (inst)",177,10
2480,655,"P2 (exp)","P2 (exp)",177,10
2481,655,"Frequentie (inst)","Frequentie (inst)",4,11
2482,655,"I:E (E deel)","I:E (E deel)",0,10
2483,655,"I:E (I deel)","I:E (I deel)",0,10
2484,655,"I:E (inst)","I:E (inst)",0,NaN
2485,655,"T1 (insp)","T1 (insp)",177,10
2486,655,"T2 (exp)","T2 (exp)",177,10
2487,655,"Ademritme","Ademritme",0,NaN
2488,655,"Tidal Volume exp (contr)","Tidal Volume exp (contr)",306,10
2489,655,"Adem minuutvolume (contr)","Adem minuutvolume (contr)",26,13
2490,655,"Adem minuutvolume spontaan (contr)","Adem minuutvolume spontaan (contr)",26,13
2491,655,"Ademfrequentie spontaan (contr)","Ademfrequentie spontaan (contr)",4,11
2492,655,"PEEP (contr)","PEEP (contr)",177,12
2493,655,"Meandruk (contr)","Meandruk (contr)",177,12
2494,655,"KNT/BT","KNT/BT",NaN,NaN
2495,655,"Mondverzorging","Mondverzorging",0,NaN
2496,655,"KNT/BT Aspect","KNT/BT Aspect",NaN,NaN
2497,655,"Sputum viscositeit","Sputum viscositeit",0,NaN
2498,655,"Sputum hoeveelheid","Sputum hoeveelheid",0,NaN
2499,655,"Sputum aspect","Sputum aspect",NaN,NaN
2500,655,"Ademfrequentie (contr)","Ademfrequentie (contr)",4,11
2501,587,"Waarvan per os/per sonde","Waarvan per os/per sonde",6,11
2502,593,"Per os / per sonde totaal huidige dag","Per os / per sonde totaal huidige dag",6,11
2503,602,"Urine totaal huidige dag","Urine totaal huidige dag",6,11
2504,721,"Functie: E.C.G.","Functie: E.C.G.",0,13
2505,587,"Bloed in huidige dag","Bloed in huidige dag",6,11
2506,587,"Colloiden in huidige dag","Colloiden in huidige dag",6,11
2507,587,"Infuusvloeistoffen totaal huidige dag","Infuusvloeistoffen totaal huidige dag",6,11
2508,587,"Plasma totaal huidige dag","Plasma totaal huidige dag",6,11
2509,603,"Galdrain totaal huidige dag","Galdrain totaal huidige dag",6,11
2510,603,"Harmonicadrains totaal huidige dag","Harmonicadrains totaal huidige dag",6,11
2511,603,"Pleuradrain totaal huidige dag","Pleuradrain totaal huidige dag",6,11
2512,603,"Redondrains totaal huidige dag","Redondrains totaal huidige dag",6,11
2513,603,"Thoraxdrains totaal huidige dag","Thoraxdrains totaal huidige dag",6,11
2514,603,"Vacuumdrains totaal huidige dag","Vacuumdrains totaal huidige dag",6,11
2515,603,"Wonddrains totaal huidige dag","Wonddrains totaal huidige dag",6,11
2516,593,"Maaginhoud totaal huidige dag","Maaginhoud totaal huidige dag",6,11
2517,587,"Bloed uit drains huidige dag","Bloed uit drains huidige dag",6,11
2518,587,"Bloedbalans huidige dag","Bloedbalans huidige dag",6,11
2519,587,"Totaal in huidige dag","Totaal in huidige dag",6,11
2520,587,"Totaal uit huidige dag","Totaal uit huidige dag",6,11
2521,587,"Totaalbalans huidige dag","Totaalbalans huidige dag",6,11
2522,587,"Vocht in huidige dag","Vocht in huidige dag",6,11
2704,694,"Functie Gynaecoloog (1) operatie 3","Functie Gynaecoloog (1) operatie 3",0,NaN
2705,694,"Functie Gynaecoloog (1) operatie 4","Functie Gynaecoloog (1) operatie 4",0,NaN
